target_species,target_species_c,cospecies_n,cospecies_native_n,cospecies_mean_c,cospecies_native_mean_c,cospecies_std_dev_c,cospecies_native_std_dev_c,percent_native,percent_nonnative,percent_native_low_c,percent_native_med_c,percent_native_high_c,discrepancy_c
Lemna minor,3,8606,6512,3.0127817801533814,3.981572481572482,2.789883650784345,2.535503958834062,0.7566813850801766,0.24331861491982343,0.5686730188240762,0.3386009760632118,0.092726005112712,-0.9815724815724818
Lemna minor,5,8606,6512,3.0127817801533814,3.981572481572482,2.789883650784345,2.535503958834062,0.7566813850801766,0.24331861491982343,0.5686730188240762,0.3386009760632118,0.092726005112712,1.0184275184275182
Lemna trisulca,5,148,131,4.4391891891891895,5.015267175572519,2.8861064121870776,2.5509718595210167,0.8851351351351351,0.11486486486486491,0.3783783783783784,0.3648648648648648,0.2567567567567568,-0.015267175572518887
Leonurus cardiaca,0,2460,1635,2.5597560975609754,3.851376146788991,2.897336203745604,2.7668350171337965,0.6646341463414634,0.33536585365853655,0.6317073170731707,0.2760162601626016,0.09227642276422765,-3.851376146788991
Lepidium campestre,0,51,35,2.4901960784313726,3.6285714285714286,2.6258145328229703,2.426395466114952,0.6862745098039216,0.3137254901960784,0.6470588235294118,0.3137254901960784,0.039215686274509776,-3.6285714285714286
Lepidium densiflorum,0,618,471,3.7184466019417477,4.8789808917197455,3.3019344334520992,2.9391350264813316,0.7621359223300971,0.23786407766990292,0.48220064724919093,0.33656957928802594,0.18122977346278313,-4.8789808917197455
Lepidium didymum,0,41,27,3.073170731707317,4.666666666666667,3.6013208958827803,3.49725166820594,0.6585365853658537,0.3414634146341463,0.5365853658536586,0.2682926829268293,0.19512195121951215,-4.666666666666667
Lepidium virginicum,0,1346,844,2.300148588410104,3.6682464454976302,2.8403282665776395,2.801268354640195,0.6270430906389302,0.37295690936106984,0.6731054977711739,0.2555720653789004,0.07132243684992567,-3.6682464454976302
Lepidium virginicum,1,1346,844,2.300148588410104,3.6682464454976302,2.8403282665776395,2.801268354640195,0.6270430906389302,0.37295690936106984,0.6731054977711739,0.2555720653789004,0.07132243684992567,-2.6682464454976302
Leptodictyum riparium,5,895,695,3.3966480446927374,4.374100719424461,2.3987762409796956,1.7693898282969611,0.776536312849162,0.22346368715083798,0.4670391061452514,0.506145251396648,0.02681564245810053,0.6258992805755392
Leptoloma cognatum,1,113,107,5.398230088495575,5.700934579439252,2.895624232628709,2.6678199469350776,0.9469026548672567,0.053097345132743334,0.20353982300884957,0.5221238938053098,0.2743362831858407,-4.700934579439252
Leskea gracilescens,3,758,557,3.1477572559366753,4.283662477558348,2.4466436145594614,1.8098359004597988,0.7348284960422163,0.26517150395778366,0.5105540897097626,0.46306068601583106,0.02638522427440637,-1.283662477558348
Leskeella nervosa,5,352,284,3.6136363636363638,4.47887323943662,2.3494283389398194,1.7196363731788726,0.8068181818181818,0.19318181818181823,0.42045454545454547,0.5568181818181819,0.022727272727272707,0.52112676056338
Lespedeza capitata,3,3596,2792,3.7419354838709675,4.819484240687679,3.253606798403604,2.9052282439010484,0.7764182424916574,0.22358175750834264,0.4777530589543938,0.3337041156840934,0.1885428253615128,-1.8194842406876788
Lespedeza capitata,4,3596,2792,3.7419354838709675,4.819484240687679,3.253606798403604,2.9052282439010484,0.7764182424916574,0.22358175750834264,0.4777530589543938,0.3337041156840934,0.1885428253615128,-0.8194842406876788
Lespedeza cuneata,0,90,66,2.3,3.1363636363636362,2.5327073935954454,2.4737785712509557,0.7333333333333333,0.2666666666666667,0.6666666666666666,0.2777777777777778,0.05555555555555558,-3.1363636363636362
Lespedeza hirta,3,263,197,3.2509505703422055,4.340101522842639,2.4754036314849257,1.854686834736972,0.7490494296577946,0.25095057034220536,0.5019011406844106,0.4600760456273765,0.03802281368821292,-1.3401015228426392
Lespedeza leptostachya,10,80,80,7,7,2.6624439139513734,2.6624439139513734,1,0,0.1,0.32499999999999996,0.575,3
Lespedeza thunbergii,0,86,52,2.488372093023256,4.115384615384615,2.949553051073059,2.769963871455806,0.6046511627906976,0.39534883720930236,0.627906976744186,0.2790697674418604,0.09302325581395354,-4.115384615384615
Lespedeza violacea,10,503,403,4.284294234592445,5.347394540942928,3.36620949784369,2.9070872243570323,0.8011928429423459,0.19880715705765406,0.40755467196819084,0.3618290258449305,0.23061630218687867,4.652605459057072
Lespedeza virginica,7,46,45,6.717391304347826,6.866666666666666,2.579087206989333,2.3988633672106996,0.9782608695652174,0.021739130434782594,0.06521739130434782,0.41304347826086957,0.5217391304347826,0.13333333333333375
Leucanthemum vulgare,0,3814,2586,2.522286313581542,3.720030935808198,2.7755255366414953,2.6278748573642488,0.6780283167278448,0.3219716832721552,0.6321447299423177,0.2941793392763503,0.07367593078133194,-3.720030935808198
Leucobryum glaucum,3,1080,820,3.262962962962963,4.297560975609756,2.3896049437763183,1.7525126291136832,0.7592592592592593,0.2407407407407407,0.48518518518518516,0.49444444444444446,0.020370370370370372,-1.2975609756097564
Liatris aspera,8,1601,1330,4.701436602123673,5.659398496240602,3.4228356935272903,2.946054677552321,0.8307307932542161,0.16926920674578394,0.3579013116801999,0.35727670206121176,0.28482198625858834,2.340601503759398
Liatris cylindracea,10,30,29,4.5,4.655172413793103,2.5831015839690563,2.482450719823997,0.9666666666666667,0.033333333333333326,0.26666666666666666,0.5666666666666667,0.16666666666666663,5.344827586206897
Liatris pycnostachya,8,1084,841,4.047970479704797,5.2175980975029725,3.421930458909085,2.9978523161941553,0.775830258302583,0.224169741697417,0.4437269372693727,0.3247232472324723,0.231549815498155,2.7824019024970275
Liatris scariosa var. nieuwlandii,9,165,162,6.375757575757576,6.493827160493828,2.8248710636483905,2.712398296070252,0.9818181818181818,0.018181818181818188,0.13333333333333333,0.4242424242424243,0.4424242424242424,2.5061728395061724
Liatris spicata,7,1233,965,3.753446877534469,4.795854922279792,3.3353001591460125,3.035198664550225,0.7826439578264396,0.21735604217356042,0.48742903487429035,0.3138686131386861,0.19870235198702357,2.2041450777202076
Ligustrum vulgare,0,2150,1647,3.473953488372093,4.53491196114147,2.8463066935978514,2.400605250007491,0.7660465116279069,0.23395348837209307,0.4813953488372093,0.4218604651162791,0.09674418604651158,-4.53491196114147
Lilium lancifolium,0,371,252,2.4851752021563343,3.6587301587301586,2.710673828470769,2.5535311022664686,0.6792452830188679,0.3207547169811321,0.6495956873315364,0.2749326145552561,0.07547169811320753,-3.6587301587301586
Lilium michiganense,8,811,647,3.815043156596794,4.782071097372488,3.2176704389497015,2.8896827320920475,0.7977805178791615,0.2022194821208385,0.4623921085080148,0.36128236744759556,0.17632552404438961,3.217928902627512
Linaria vulgaris,0,1404,1069,3.4358974358974357,4.512628624883068,2.996937230733106,2.633527616967337,0.7613960113960114,0.23860398860398857,0.5064102564102564,0.3696581196581197,0.12393162393162394,-4.512628624883068
Lindera benzoin,5,1711,1338,3.1350087668030393,4.00896860986547,2.495119560808683,2.1109630099153387,0.7819988310929281,0.21800116890707188,0.5113968439509059,0.44710695499707775,0.041496201052016346,0.9910313901345296
Linum sulcatum,10,26,26,7.1923076923076925,7.1923076923076925,2.771558850455545,2.771558850455545,1,0,0.07692307692307693,0.34615384615384615,0.5769230769230769,2.8076923076923075
Linum usitatissimum,0,73,49,2.6575342465753424,3.9591836734693877,3.11902396628867,3.054772111477585,0.6712328767123288,0.3287671232876712,0.6301369863013698,0.26027397260273977,0.1095890410958904,-3.9591836734693877
Liparis lilifolia,4,496,406,4.516129032258065,5.517241379310345,3.3963352108007716,2.9259922070834627,0.8185483870967742,0.18145161290322576,0.3810483870967742,0.3548387096774193,0.2641129032258065,-1.5172413793103452
Lipocarpha drummondii,6,149,109,3.469798657718121,4.743119266055046,3.3279265661155515,3.0135609234504623,0.7315436241610739,0.2684563758389261,0.5167785234899329,0.2953020134228188,0.18791946308724827,1.2568807339449544
Lipocarpha micrantha,5,113,107,5.3628318584070795,5.663551401869159,2.924838050775067,2.7054938001262543,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5132743362831859,0.2743362831858407,-0.6635514018691593
Liquidambar styraciflua,0,1382,960,3.3154848046309695,4.772916666666666,2.919440770695561,2.304390295348983,0.6946454413892909,0.30535455861070915,0.507959479015919,0.3994211287988423,0.09261939218523874,-4.772916666666666
Liquidambar styraciflua,3,1382,960,3.3154848046309695,4.772916666666666,2.919440770695561,2.304390295348983,0.6946454413892909,0.30535455861070915,0.507959479015919,0.3994211287988423,0.09261939218523874,-1.7729166666666663
Liriodendron tulipifera,5,2093,1578,3.3468705207835643,4.43916349809886,2.6910882601390265,2.180599839493347,0.7539417104634496,0.2460582895365504,0.48972766364070713,0.4433827042522695,0.06688963210702337,0.5608365019011403
Lithospermum canescens,8,697,585,4.738880918220947,5.6461538461538465,3.440895935335832,2.9965030549763525,0.8393113342898135,0.16068866571018647,0.3586800573888092,0.3443328550932568,0.296987087517934,2.3538461538461535
Lithospermum croceum,8,24,24,6.125,6.125,2.364823736422617,2.364823736422617,1,0,0.08333333333333333,0.5833333333333333,0.33333333333333337,1.875
Lithospermum incisum,10,299,248,4.806020066889632,5.794354838709677,3.596581693607223,3.1394783449544654,0.8294314381270903,0.1705685618729097,0.36454849498327757,0.29096989966555187,0.34448160535117056,4.205645161290323
Lithospermum latifolium,10,1125,953,4.480888888888889,5.289611752360965,3.178111179340383,2.7645845411634435,0.8471111111111111,0.15288888888888885,0.3502222222222222,0.41866666666666663,0.23111111111111116,4.710388247639035
Lithospermum officinale,0,174,133,3.2586206896551726,4.2631578947368425,2.415463273657928,1.82530502574271,0.764367816091954,0.23563218390804597,0.5,0.47126436781609193,0.028735632183908066,-4.2631578947368425
Lobelia cardinalis,5,3566,2720,3.425687044307347,4.491176470588235,3.0444950466124148,2.714012799937599,0.7627593942793045,0.2372406057206955,0.5053280987100393,0.3701626472237801,0.12450925406618063,0.5088235294117647
Lobelia cardinalis,7,3566,2720,3.425687044307347,4.491176470588235,3.0444950466124148,2.714012799937599,0.7627593942793045,0.2372406057206955,0.5053280987100393,0.3701626472237801,0.12450925406618063,2.5088235294117647
Lobelia inflata,2,1860,1538,4.22258064516129,5.106631989596879,3.1184135851863846,2.6915265425556907,0.8268817204301075,0.17311827956989245,0.3903225806451613,0.42473118279569894,0.18494623655913978,-3.1066319895968793
Lobelia inflata,5,1860,1538,4.22258064516129,5.106631989596879,3.1184135851863846,2.6915265425556907,0.8268817204301075,0.17311827956989245,0.3903225806451613,0.42473118279569894,0.18494623655913978,-0.10663198959687925
Lobelia siphilitica,4,7150,5550,3.3804195804195802,4.354954954954955,3.021841014000947,2.7422046245114804,0.7762237762237763,0.22377622377622375,0.5121678321678321,0.3577622377622378,0.13006993006993006,-0.3549549549549553
Lobelia siphilitica,5,7150,5550,3.3804195804195802,4.354954954954955,3.021841014000947,2.7422046245114804,0.7762237762237763,0.22377622377622375,0.5121678321678321,0.3577622377622378,0.13006993006993006,0.6450450450450447
Lobelia spicata,4,649,573,4.978428351309708,5.638743455497382,3.3369651504019986,2.9807716814504577,0.8828967642526965,0.11710323574730352,0.325115562403698,0.36055469953775043,0.3143297380585516,-1.6387434554973819
Lobelia x speciosa,4,218,192,5.298165137614679,6.015625,3.372168049651793,2.9293184213418257,0.8807339449541285,0.11926605504587151,0.28440366972477066,0.3715596330275229,0.34403669724770647,-2.015625
Lolium perenne,0,2237,1515,2.275815824765311,3.3603960396039603,2.5665403821386468,2.4660473513738785,0.6772463120250335,0.3227536879749665,0.6624944121591417,0.28922664282521227,0.048278945015646,-3.3603960396039603
Lolium perenne ssp. multiflorum,0,186,120,2.424731182795699,3.7583333333333333,3.151530075889899,3.222806943308509,0.6451612903225806,0.3548387096774194,0.6827956989247311,0.17741935483870974,0.13978494623655913,-3.7583333333333333
Lonicera dioica,10,222,199,4.716216216216216,5.261306532663316,2.9019587873913277,2.5528871161462257,0.8963963963963963,0.10360360360360366,0.3063063063063063,0.49099099099099097,0.20270270270270274,4.738693467336684
Lonicera japonica,0,2016,1523,3.1830357142857144,4.213394615889691,2.5621272781215567,2.0848692673440707,0.7554563492063492,0.2445436507936508,0.5163690476190477,0.4355158730158729,0.048115079365079416,-4.213394615889691
Lonicera maackii,0,3560,2424,2.598876404494382,3.8168316831683167,2.8964131593321896,2.76979412583603,0.6808988764044944,0.3191011235955056,0.6317415730337078,0.27584269662921357,0.09241573033707862,-3.8168316831683167
Lonicera morrowii,0,2090,1524,3.0186602870813397,4.139763779527559,2.4871399490745087,1.959744297536612,0.7291866028708134,0.2708133971291866,0.5311004784688995,0.4382775119617225,0.030622009569377995,-4.139763779527559
Lonicera reticulata,8,421,375,4.914489311163895,5.517333333333333,3.0538506587125065,2.671716252932819,0.8907363420427553,0.10926365795724469,0.3016627078384798,0.43942992874109266,0.2589073634204275,2.482666666666667
Lonicera tatarica,0,2127,1514,2.9685002350728724,4.1704095112285335,3.0028905419038563,2.766769377195171,0.7118006582040433,0.28819934179595674,0.5745181006111895,0.31687823225199807,0.10860366713681247,-4.1704095112285335
Lonicera x bella,0,99,79,3.0505050505050506,3.8227848101265822,2.719445236694866,2.51028394384792,0.797979797979798,0.202020202020202,0.5454545454545454,0.3737373737373738,0.08080808080808077,-3.8227848101265822
Lonicera x heckrottii,0,69,51,3.6666666666666665,4.96078431372549,3.306262625536515,2.8841690956927297,0.7391304347826086,0.26086956521739135,0.463768115942029,0.3333333333333333,0.2028985507246377,-4.96078431372549
Lotus corniculatus,0,4424,3164,2.6896473779385173,3.7607458912768648,2.7877224222281405,2.614914096448327,0.7151898734177216,0.28481012658227844,0.6141500904159132,0.3053797468354431,0.08047016274864371,-3.7607458912768648
Ludwigia alternifolia,3,2546,1988,3.3542812254516887,4.295774647887324,2.922606039939794,2.6256146505967726,0.7808326787117046,0.2191673212882954,0.5011783189316575,0.3904163393558523,0.10840534171249017,-1.295774647887324
Ludwigia alternifolia,6,2546,1988,3.3542812254516887,4.295774647887324,2.922606039939794,2.6256146505967726,0.7808326787117046,0.2191673212882954,0.5011783189316575,0.3904163393558523,0.10840534171249017,1.704225352112676
Ludwigia palustris,2,6150,4718,3.0923577235772357,4.030945315811785,2.6403532739247377,2.3029730710203995,0.7671544715447155,0.2328455284552845,0.5278048780487805,0.4136585365853658,0.05853658536585371,-2.0309453158117847
Ludwigia palustris,3,6150,4718,3.0923577235772357,4.030945315811785,2.6403532739247377,2.3029730710203995,0.7671544715447155,0.2328455284552845,0.5278048780487805,0.4136585365853658,0.05853658536585371,-1.0309453158117847
Ludwigia polycarpa,6,185,166,4.108108108108108,4.578313253012048,3.0661527354234606,2.8841068442685383,0.8972972972972973,0.10270270270270265,0.4,0.427027027027027,0.17297297297297298,1.4216867469879517
Lupinus perennis var. occidentalis,7,447,314,3.024608501118568,4.305732484076433,3.320249499812296,3.1897648222866404,0.7024608501118568,0.29753914988814323,0.6062639821029083,0.21029082774049213,0.18344519015659955,2.694267515923567
Luzula multiflora,7,693,595,4.545454545454546,5.294117647058823,2.783575429237995,2.2486544468087364,0.8585858585858586,0.14141414141414144,0.32756132756132755,0.5021645021645023,0.17027417027417024,1.7058823529411766
Lycopersicon esculentum,0,66,48,2.0454545454545454,2.8125,2.0786964715847818,1.9423198456945043,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.33333333333333337,0,-2.8125
Lycopus americanus,4,6074,4538,2.7410273296015806,3.6687968267959454,2.6669092729025317,2.4730062013140564,0.7471188673032598,0.2528811326967402,0.5935133355284821,0.3412907474481396,0.06519591702337835,0.33120317320405457
Lycopus europaeus,0,104,71,2.0865384615384617,3.056338028169014,2.5432590395387704,2.5516791331181006,0.6826923076923077,0.3173076923076923,0.7211538461538461,0.22115384615384615,0.05769230769230771,-3.056338028169014
Lycopus uniflorus,4,1078,843,3.7949907235621523,4.852906287069988,3.103251499624733,2.6791533520137487,0.7820037105751392,0.21799628942486082,0.45918367346938777,0.38404452690166974,0.1567717996289425,-0.8529062870699882
Lycopus virginicus,4,1097,827,3.2342752962625343,4.290205562273277,2.4192791743436497,1.797344915991152,0.7538742023701003,0.24612579762989972,0.4986326344576117,0.47584320875113945,0.025524156791248864,-0.2902055622732771
Lyonia ligustrina,6,721,563,3.4327323162274617,4.396092362344582,2.3889175597773447,1.7518020224824467,0.7808599167822469,0.21914008321775313,0.4576976421636616,0.5159500693481276,0.026352288488210807,1.6039076376554178
Lysimachia ciliata,2,2898,2374,3.6307798481711524,4.432181971356361,2.609224921353398,2.181269274980517,0.8191856452726018,0.18081435472739815,0.4354727398205659,0.4920634920634921,0.07246376811594202,-2.4321819713563606
Lysimachia ciliata,7,2898,2374,3.6307798481711524,4.432181971356361,2.609224921353398,2.181269274980517,0.8191856452726018,0.18081435472739815,0.4354727398205659,0.4920634920634921,0.07246376811594202,2.5678180286436394
Lysimachia lanceolata,9,359,320,4.888579387186629,5.484375,3.23974237521847,2.9157027441361385,0.8913649025069638,0.10863509749303624,0.3064066852367688,0.41782729805013924,0.275766016713092,3.515625
Lysimachia nummularia,0,2145,1694,3.4214452214452216,4.3323494687131054,2.650596025605901,2.2245326100563436,0.7897435897435897,0.2102564102564103,0.4699300699300699,0.4592074592074592,0.07086247086247088,-4.3323494687131054
Lysimachia quadriflora,10,563,468,4.481349911190053,5.391025641025641,3.310866981227105,2.8770085834183323,0.8312611012433393,0.1687388987566607,0.37300177619893427,0.3854351687388988,0.2415630550621669,4.608974358974359
Lysimachia quadrifolia,5,437,329,3.2379862700228834,4.300911854103344,2.4510105704229055,1.8439169324543823,0.7528604118993135,0.24713958810068648,0.505720823798627,0.45995423340961095,0.034324942791762014,0.6990881458966562
Lysimachia terrestris,8,133,117,4.7443609022556394,5.3931623931623935,3.175794186852741,2.819137997861638,0.8796992481203008,0.12030075187969924,0.3007518796992481,0.46616541353383456,0.23308270676691734,2.6068376068376065
Lysimachia thyrsiflora,8,450,361,4.275555555555556,5.329639889196676,3.384699988386463,2.941925320633107,0.8022222222222222,0.19777777777777783,0.41333333333333333,0.35111111111111115,0.23555555555555552,2.6703601108033244
Lythrum alatum,7,1520,1177,3.136842105263158,4.050977060322855,2.97405246190316,2.7782166159155977,0.7743421052631579,0.22565789473684206,0.5388157894736842,0.3493421052631579,0.11184210526315785,2.9490229396771452
Lythrum salicaria,0,6892,5107,2.6822402785838655,3.619737615038183,2.649399167698952,2.4655690296786434,0.7410040626813698,0.25899593731863024,0.6005513639001742,0.3364770748694138,0.06297156123041203,-3.619737615038183
Maclura pomifera,0,206,119,2.063106796116505,3.5714285714285716,2.667034172323975,2.631527971979844,0.5776699029126213,0.4223300970873787,0.7038834951456311,0.24757281553398058,0.04854368932038833,-3.5714285714285716
Magnolia stellata,0,224,133,3.575892857142857,6.022556390977444,3.7612073611516075,3.0087402110818435,0.59375,0.40625,0.5133928571428571,0.25,0.2366071428571429,-6.022556390977444
Maianthemum canadense,4,2658,2024,3.346877351392024,4.395256916996048,2.45318831064256,1.81494243672966,0.7614747930775019,0.23852520692249812,0.4778028592927013,0.489841986455982,0.03235515425131674,-0.3952569169960478
Maianthemum canadense,7,2658,2024,3.346877351392024,4.395256916996048,2.45318831064256,1.81494243672966,0.7614747930775019,0.23852520692249812,0.4778028592927013,0.489841986455982,0.03235515425131674,2.604743083003952
Maianthemum racemosum,5,1909,1555,3.753797799895233,4.608360128617363,2.9228626879186477,2.5590190917464377,0.8145625982189628,0.18543740178103718,0.4358302776322682,0.4337349397590361,0.13043478260869568,0.3916398713826368
Maianthemum stellatum,5,1441,1145,3.6051353226925746,4.537117903930131,2.942542598413931,2.581989883053651,0.794587092297016,0.20541290770298404,0.46495489243580845,0.4115197779319917,0.12352532963219987,0.46288209606986896
Maianthemum trifolium,10,45,33,4.2444444444444445,5.787878787878788,3.718232446371868,3.130071642127139,0.7333333333333333,0.2666666666666667,0.4444444444444444,0.3111111111111111,0.24444444444444446,4.212121212121212
Malus angustifolia,8,456,358,3.504385964912281,4.4636871508379885,2.395963284712997,1.7385301858677553,0.7850877192982456,0.2149122807017544,0.44298245614035087,0.5285087719298245,0.028508771929824595,3.5363128491620115
Malus baccata,0,224,133,3.575892857142857,6.022556390977444,3.7612073611516075,3.0087402110818435,0.59375,0.40625,0.5133928571428571,0.25,0.2366071428571429,-6.022556390977444
Malus coronaria,4,455,337,3.024175824175824,4.083086053412463,2.395266103108501,1.8481599524485632,0.7406593406593407,0.2593406593406593,0.5318681318681319,0.4483516483516483,0.01978021978021982,-0.08308605341246267
Malus prunifolia,0,608,449,2.9884868421052633,4.046770601336303,2.454501767302581,1.9673778196384186,0.7384868421052632,0.26151315789473684,0.5394736842105263,0.4325657894736842,0.02796052631578949,-4.046770601336303
Malus pumila,0,399,279,2.6867167919799497,3.8422939068100357,2.894215162097717,2.745212269118127,0.6992481203007519,0.3007518796992481,0.6115288220551378,0.29824561403508776,0.09022556390977443,-3.8422939068100357
Malva neglecta,0,237,136,2.042194092827004,3.5588235294117645,2.711852562013752,2.7237357403834657,0.5738396624472574,0.42616033755274263,0.70042194092827,0.23206751054852326,0.0675105485232067,-3.5588235294117645
Matricaria discoidea,0,413,284,2.5351089588377724,3.686619718309859,2.808940701458959,2.688221366695632,0.6876513317191283,0.3123486682808717,0.6271186440677966,0.2857142857142857,0.0871670702179177,-3.686619718309859
Matteuccia struthiopteris,10,37,24,3.7027027027027026,5.708333333333333,3.557971213930652,2.8049516258196694,0.6486486486486487,0.3513513513513513,0.4864864864864865,0.2702702702702703,0.2432432432432432,4.291666666666667
Medeola virginiana,6,178,152,3.9831460674157304,4.6644736842105265,2.2131469505822365,1.5944609375654513,0.8539325842696629,0.1460674157303371,0.33707865168539325,0.646067415730337,0.016853932584269704,1.3355263157894735
Medicago lupulina,0,4888,3197,2.402823240589198,3.673756646856428,2.91752258034276,2.888777223912656,0.654050736497545,0.34594926350245503,0.6612111292962357,0.24386252045826506,0.09492635024549922,-3.673756646856428
Medicago sativa,0,1020,743,3.23921568627451,4.446837146702557,3.2023101592114758,2.950547043091665,0.7284313725490196,0.2715686274509804,0.538235294117647,0.3088235294117647,0.15294117647058825,-4.446837146702557
Melampyrum lineare var. latifolium,10,113,107,5.31858407079646,5.616822429906542,2.8916921847820714,2.672871608959682,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5221238938053098,0.2654867256637168,4.383177570093458
Melilotus albus,0,5786,4152,2.6042170756999656,3.6290944123314066,2.774861130970636,2.64774488461027,0.717594192879364,0.282405807120636,0.6209816799170411,0.3002073971655721,0.07881092291738678,-3.6290944123314066
Melilotus altissimus,0,168,109,2.1785714285714284,3.3577981651376145,2.4962760973395643,2.374723905120795,0.6488095238095238,0.35119047619047616,0.6726190476190477,0.29761904761904756,0.029761904761904767,-3.3577981651376145
Melilotus officinalis,0,5129,3470,2.450575160850068,3.6221902017291066,2.78029760256507,2.6798895178254285,0.6765451355039969,0.32345486449600314,0.645349970754533,0.27763696627022816,0.0770130629752388,-3.6221902017291066
Menispermum canadense,5,927,715,3.1423948220064726,4.074125874125874,2.8514715013474916,2.5968822420532467,0.7713052858683926,0.22869471413160736,0.5339805825242718,0.37324703344120824,0.09277238403451993,0.9258741258741257
Mentha aquatica,0,482,349,2.8340248962655603,3.9140401146131807,2.663654654005095,2.359513150785776,0.7240663900414938,0.27593360995850624,0.58298755186722,0.3547717842323651,0.06224066390041494,-3.9140401146131807
Mentha arvensis,2,5486,3940,2.925993437841779,4.074111675126904,2.8637855541626025,2.5964198695189764,0.7181917608457893,0.2818082391542107,0.5727305869485965,0.33685745534086764,0.0904119577105359,-2.074111675126904
Mentha arvensis,5,5486,3940,2.925993437841779,4.074111675126904,2.8637855541626025,2.5964198695189764,0.7181917608457893,0.2818082391542107,0.5727305869485965,0.33685745534086764,0.0904119577105359,0.925888324873096
Mentha spicata,0,1083,759,2.8051708217913203,4.002635046113307,2.7862699814976284,2.5064546569024304,0.7008310249307479,0.2991689750692521,0.5891043397968606,0.3287165281625115,0.08217913204062788,-4.002635046113307
Mentha suaveolens,0,19,13,3.8947368421052633,5.6923076923076925,3.68019831654801,3.0382181012509997,0.6842105263157895,0.3157894736842105,0.47368421052631576,0.2631578947368421,0.26315789473684215,-5.6923076923076925
Mentha x gracilis,0,48,33,2.6875,3.909090909090909,3.176752322600699,3.1460653637086553,0.6875,0.3125,0.6666666666666666,0.22916666666666674,0.10416666666666663,-3.909090909090909
Mentha x verticillata,0,280,215,3.2857142857142856,4.27906976744186,2.3715328264117685,1.7498408658667857,0.7678571428571429,0.2321428571428571,0.4857142857142857,0.4928571428571428,0.021428571428571463,-4.27906976744186
Mentha x villosa,0,86,41,1.0930232558139534,2.292682926829268,2.1011364262716845,2.561678184696747,0.47674418604651164,0.5232558139534884,0.8255813953488372,0.13953488372093026,0.03488372093023251,-2.292682926829268
Mertensia virginica,5,826,670,4.231234866828087,5.2164179104477615,3.305612149871302,2.885875971701393,0.8111380145278451,0.18886198547215494,0.387409200968523,0.387409200968523,0.225181598062954,-0.21641791044776149
Micranthes pensylvanica,10,222,199,4.716216216216216,5.261306532663316,2.9019587873913277,2.5528871161462257,0.8963963963963963,0.10360360360360366,0.3063063063063063,0.49099099099099097,0.20270270270270274,4.738693467336684
Microstegium vimineum,0,1694,1267,3.2225501770956315,4.308602999210734,2.4662037640968455,1.8575528388761666,0.7479338842975206,0.2520661157024794,0.4982290436835891,0.47225501770956324,0.029515938606847647,-4.308602999210734
Mikania scandens,3,153,108,2.7058823529411766,3.8333333333333335,2.279434235383099,1.7374382258903616,0.7058823529411765,0.2941176470588235,0.5816993464052288,0.4117647058823529,0.0065359477124182774,-0.8333333333333335
Mimulus glabratus,10,79,50,1.860759493670886,2.94,2.3790440722746986,2.4024647208010936,0.6329113924050633,0.36708860759493667,0.7468354430379747,0.21518987341772156,0.03797468354430378,7.0600000000000005
Mimulus ringens,4,10368,7908,3.0067515432098766,3.9420839656044513,2.765897817901726,2.518465370110042,0.7627314814814815,0.2372685185185185,0.5572916666666666,0.3626543209876544,0.080054012345679,0.05791603439554871
Mimulus ringens,5,10368,7908,3.0067515432098766,3.9420839656044513,2.765897817901726,2.518465370110042,0.7627314814814815,0.2372685185185185,0.5572916666666666,0.3626543209876544,0.080054012345679,1.0579160343955487
Mirabilis albida,0,450,362,4.293333333333333,5.337016574585635,3.3832023153306685,2.9411984187111004,0.8044444444444444,0.1955555555555556,0.4111111111111111,0.35111111111111115,0.23777777777777775,-5.337016574585635
Mirabilis nyctaginea,0,193,144,3.678756476683938,4.930555555555555,3.4851492238156063,3.1769554361126695,0.7461139896373057,0.2538860103626943,0.5025906735751295,0.26943005181347146,0.227979274611399,-4.930555555555555
Miscanthus sacchari?orus,0,173,119,2.3121387283236996,3.361344537815126,2.59599927960551,2.5033235279069412,0.6878612716763006,0.3121387283236994,0.6647398843930635,0.2716763005780347,0.06358381502890176,-3.361344537815126
Miscanthus sinensis,0,919,654,2.766050054406964,3.8868501529051986,2.5993758178401216,2.2662132913634814,0.7116430903155604,0.2883569096844396,0.5952121871599565,0.3514689880304679,0.053318824809575616,-3.8868501529051986
Mitchella repens,5,1103,856,3.4369900271985494,4.428738317757009,2.4060138670788223,1.7504061474840389,0.7760652765185857,0.2239347234814143,0.45693563009972804,0.5158658204895739,0.027198549410698103,0.5712616822429908
Mitella diphylla,10,136,133,6.154411764705882,6.293233082706767,2.783226681843797,2.6537051139161103,0.9779411764705882,0.022058823529411797,0.13970588235294118,0.45588235294117646,0.40441176470588236,3.7067669172932334
Mnium marginatum,6,174,132,3.2241379310344827,4.25,2.4189266007756838,1.8259160620490895,0.7586206896551724,0.24137931034482762,0.5057471264367817,0.4655172413793103,0.028735632183908066,1.75
Moehringia lateriflora,8,614,525,4.819218241042345,5.636190476190476,3.2710438602959657,2.8113430210435353,0.8550488599348535,0.14495114006514653,0.3355048859934853,0.39087947882736157,0.2736156351791531,2.3638095238095236
