target_species,target_species_c,cospecies_n,cospecies_native_n,cospecies_mean_c,cospecies_native_mean_c,cospecies_std_dev_c,cospecies_native_std_dev_c,percent_native,percent_nonnative,percent_native_low_c,percent_native_med_c,percent_native_high_c,discrepancy_c
Elymus curvatus,4,103,72,2.4271844660194173,3.4722222222222223,2.6479808872732016,2.52855368235868,0.6990291262135923,0.30097087378640774,0.6601941747572816,0.27184466019417475,0.06796116504854366,0.5277777777777777
Elymus hystrix,5,1008,805,3.6418650793650795,4.560248447204969,3.0836908484652663,2.7779175309652335,0.7986111111111112,0.20138888888888884,0.4751984126984127,0.37202380952380953,0.1527777777777778,0.4397515527950313
Elymus lanceolatus,0,5,5,5.6,5.6,1.9493588689617927,1.9493588689617927,1,0,0,0.8,0.19999999999999996,-5.6
Elymus repens,0,4475,3028,2.6724022346368717,3.9494715984147954,2.9993197588188156,2.872426191938207,0.6766480446927374,0.3233519553072626,0.6198882681564246,0.274413407821229,0.10569832402234636,-3.9494715984147954
Elymus riparius,5,1783,1400,3.400448681996635,4.3307142857142855,2.855879756097505,2.5213710269230356,0.7851934941110488,0.21480650588895123,0.4913067863151991,0.411665731912507,0.09702748177229392,0.6692857142857145
Elymus trachycaulus,8,203,203,6.374384236453202,6.374384236453202,2.432806713468379,2.432806713468379,1,0,0.12315270935960591,0.4827586206896552,0.3940886699507389,1.625615763546798
Elymus villosus,5,1180,1004,4.491525423728813,5.278884462151394,3.1968118201737257,2.802205432287822,0.8508474576271187,0.14915254237288134,0.3652542372881356,0.40932203389830507,0.22542372881355932,-0.2788844621513942
Elymus virginicus,3,6659,4893,2.7565700555638983,3.7514817085632535,2.726834487685412,2.5271947610148215,0.7347950142664064,0.26520498573359363,0.5829704159783752,0.34870100615708055,0.06832857786454427,-0.7514817085632535
Elytrigia elongata,0,145,116,3.910344827586207,4.887931034482759,3.3269047204807487,3.006576998411368,0.8,0.19999999999999996,0.45517241379310347,0.3310344827586207,0.21379310344827585,-4.887931034482759
Enemion biternatum,9,571,486,4.283712784588442,5.032921810699588,3.0325828632744303,2.651384874871728,0.851138353765324,0.14886164623467601,0.3397548161120841,0.47285464098073554,0.18739054290718038,3.9670781893004117
Entodon cladorrhizans,5,350,276,3.5742857142857143,4.532608695652174,2.4433809608517127,1.7936316858558026,0.7885714285714286,0.2114285714285714,0.43714285714285717,0.5228571428571428,0.040000000000000036,0.46739130434782616
Entodon seductrix,2,178,152,4.00561797752809,4.690789473684211,2.213204316090073,1.583162869264227,0.8539325842696629,0.1460674157303371,0.33146067415730335,0.651685393258427,0.016853932584269704,-2.6907894736842106
Ephemerum cohaerens,3,202,132,2.5,3.8257575757575757,2.3694783942244584,1.8718330490945574,0.6534653465346535,0.3465346534653465,0.6336633663366337,0.3465346534653465,0.01980198019801982,-0.8257575757575757
Epifagus virginiana,6,560,445,3.607142857142857,4.53932584269663,2.3751740087168627,1.6916340238403917,0.7946428571428571,0.2053571428571429,0.41785714285714287,0.5571428571428572,0.025000000000000022,1.4606741573033704
Epilobium ciliatum,0,259,137,1.3822393822393821,2.613138686131387,2.3036525607757365,2.61288710946363,0.528957528957529,0.471042471042471,0.8262548262548263,0.11969111969111967,0.05405405405405406,-2.613138686131387
Epilobium coloratum,2,8992,6624,2.9490658362989324,4.003321256038648,2.8434611067933373,2.5990255590539904,0.7366548042704626,0.2633451957295374,0.5667259786476868,0.34519572953736655,0.08807829181494664,-2.0033212560386477
Epilobium coloratum,3,8992,6624,2.9490658362989324,4.003321256038648,2.8434611067933373,2.5990255590539904,0.7366548042704626,0.2633451957295374,0.5667259786476868,0.34519572953736655,0.08807829181494664,-1.0033212560386477
Epilobium hirsutum,0,27,16,1.8518518518518519,3.125,2.088497872113678,1.8211717839530315,0.5925925925925926,0.40740740740740744,0.7037037037037037,0.2962962962962963,0,-3.125
Epilobium leptophyllum,10,450,361,4.271111111111111,5.32409972299169,3.378473859950777,2.93498075538361,0.8022222222222222,0.19777777777777783,0.41333333333333333,0.35111111111111115,0.23555555555555552,4.67590027700831
Epipactis helleborine,0,450,362,4.293333333333333,5.337016574585635,3.3832023153306685,2.9411984187111004,0.8044444444444444,0.1955555555555556,0.4111111111111111,0.35111111111111115,0.23777777777777775,-5.337016574585635
Equisetum arvense,0,12168,9000,2.8816568047337277,3.896,2.7760080295562566,2.5429886789502287,0.7396449704142012,0.2603550295857988,0.5756081525312294,0.34253780407626566,0.0818540433925049,-3.896
Equisetum arvense,2,12168,9000,2.8816568047337277,3.896,2.7760080295562566,2.5429886789502287,0.7396449704142012,0.2603550295857988,0.5756081525312294,0.34253780407626566,0.0818540433925049,-1.896
Equisetum hyemale,1,2578,1920,2.809930178432894,3.7729166666666667,2.5218383224189234,2.2147583602747294,0.7447633824670287,0.25523661753297133,0.5764158262218774,0.38324282389449194,0.040341349883630695,-2.7729166666666667
Equisetum hyemale,3,2578,1920,2.809930178432894,3.7729166666666667,2.5218383224189234,2.2147583602747294,0.7447633824670287,0.25523661753297133,0.5764158262218774,0.38324282389449194,0.040341349883630695,-0.7729166666666667
Eragrostis capillaris,2,206,149,3.0436893203883497,4.208053691275167,2.379389956779253,1.7056153989072862,0.7233009708737864,0.2766990291262136,0.5242718446601942,0.46601941747572817,0.009708737864077666,-2.2080536912751674
Eragrostis curvula,0,21,11,1.4761904761904763,2.8181818181818183,2.600366274566866,3.060005941764879,0.5238095238095238,0.47619047619047616,0.8095238095238095,0.09523809523809523,0.09523809523809523,-2.8181818181818183
Eragrostis pectinacea,0,315,183,1.9365079365079365,3.3333333333333335,2.863525375402452,3.0765567547505874,0.580952380952381,0.419047619047619,0.7428571428571429,0.1682539682539682,0.0888888888888889,-3.3333333333333335
Eragrostis spectabilis,2,1538,1202,3.527958387516255,4.5141430948419305,2.7461806196360796,2.2794487054598065,0.7815344603381015,0.21846553966189852,0.4681404421326398,0.44733420026007803,0.08452535760728219,-2.5141430948419305
Eragrostis spectabilis,3,1538,1202,3.527958387516255,4.5141430948419305,2.7461806196360796,2.2794487054598065,0.7815344603381015,0.21846553966189852,0.4681404421326398,0.44733420026007803,0.08452535760728219,-1.5141430948419305
Erechtites hieraciifolius,2,898,651,3.0011135857461024,4.139784946236559,2.4079483040591767,1.8111957673114416,0.7249443207126949,0.2750556792873051,0.54008908685968815,0.4365256124721604,0.023385300668151476,-2.139784946236559
Erianthus ravennae,0,32,23,3.25,4.521739130434782,3.784518548661281,3.76430079487656,0.71875,0.28125,0.59375,0.1875,0.21875,-4.521739130434782
Erigenia bulbosa,10,379,325,3.9182058047493404,4.569230769230769,2.4094524943670748,1.946580023829945,0.8575197889182058,0.1424802110817942,0.37467018469656993,0.5435356200527703,0.08179419525065967,5.430769230769231
Erigeron annuus,0,20106,13334,2.239828906793992,3.3773811309434527,2.5811817313274825,2.4908294736831373,0.6631851188699891,0.3368148811300109,0.6730329254948771,0.2734507112304785,0.053516363274644374,-3.3773811309434527
Erigeron annuus,1,20106,13334,2.239828906793992,3.3773811309434527,2.5811817313274825,2.4908294736831373,0.6631851188699891,0.3368148811300109,0.6730329254948771,0.2734507112304785,0.053516363274644374,-2.3773811309434527
Erigeron canadensis,0,3383,2106,1.9686668637304168,3.1623931623931623,2.640307508542799,2.724609544120996,0.6225243866390777,0.3774756133609223,0.7277564292048477,0.20425657700266042,0.06798699379249185,-3.1623931623931623
Erigeron philadelphicus,4,1331,976,3.300525920360631,4.501024590163935,3.2054687330229537,2.9337993176626416,0.7332832456799399,0.26671675432006015,0.531930879038317,0.3230653643876784,0.14500375657400455,-0.5010245901639347
Erigeron pulchellus,5,556,428,3.420863309352518,4.44392523364486,2.436035024530941,1.7765412582239897,0.7697841726618705,0.2302158273381295,0.4568345323741007,0.514388489208633,0.02877697841726623,0.55607476635514
Erigeron strigosus,1,5160,3698,2.95,4.116279069767442,2.992952243586589,2.7745510667233284,0.7166666666666667,0.2833333333333333,0.5821705426356589,0.3089147286821705,0.10891472868217056,-3.116279069767442
Erigeron strigosus,5,5160,3698,2.95,4.116279069767442,2.992952243586589,2.7745510667233284,0.7166666666666667,0.2833333333333333,0.5821705426356589,0.3089147286821705,0.10891472868217056,0.8837209302325579
Eriogonum annuum,0,450,362,4.293333333333333,5.337016574585635,3.3832023153306685,2.9411984187111004,0.8044444444444444,0.1955555555555556,0.4111111111111111,0.35111111111111115,0.23777777777777775,-5.337016574585635
Eryngium yuccifolium,9,4263,3116,3.1663148017827822,4.331835686777921,3.172910132060524,2.9536212721913846,0.7309406521229181,0.26905934787708186,0.5554773633591368,0.29814684494487453,0.1463757916959887,4.668164313222079
Erysimum cheiranthoides,0,27,14,1.4814814814814814,2.857142857142857,2.7227018590189807,3.254751387342295,0.5185185185185185,0.4814814814814815,0.8148148148148148,0.11111111111111116,0.07407407407407407,-2.857142857142857
Erythronium albidum,5,1692,1452,4.511820330969267,5.257575757575758,3.076855437141112,2.6663364141927697,0.8581560283687943,0.14184397163120566,0.34397163120567376,0.442080378250591,0.21394799054373526,-0.2575757575757578
Erythronium americanum,5,3490,2682,3.430945558739255,4.4645786726323635,2.5394484588408655,1.9431624375798753,0.7684813753581662,0.23151862464183381,0.47392550143266476,0.47621776504297997,0.04985673352435527,0.5354213273676365
Erythronium americanum,10,3490,2682,3.430945558739255,4.4645786726323635,2.5394484588408655,1.9431624375798753,0.7684813753581662,0.23151862464183381,0.47392550143266476,0.47621776504297997,0.04985673352435527,5.5354213273676365
Euonymus alatus,0,2185,1592,2.990846681922197,4.1048994974874375,2.5160489381154654,2.0283164807349756,0.728604118993135,0.27139588100686496,0.5368421052631579,0.4283752860411899,0.034782608695652195,-4.1048994974874375
Euonymus americanus,6,664,515,3.3825301204819276,4.36116504854369,2.3581434747823353,1.7019234374973709,0.7756024096385542,0.2243975903614458,0.4608433734939759,0.5225903614457832,0.016566265060240948,1.6388349514563103
Euonymus atropurpureus,9,71,48,2.5492957746478875,3.7708333333333335,3.1295309205528197,3.1436500220274057,0.676056338028169,0.323943661971831,0.647887323943662,0.23943661971830987,0.11267605633802813,5.229166666666666
Euonymus europaeus,0,534,440,3.7827715355805243,4.590909090909091,2.979228118842837,2.6566474995842047,0.8239700374531835,0.17602996254681647,0.44756554307116103,0.41385767790262173,0.13857677902621723,-4.590909090909091
Euonymus fortunei,0,263,198,3.2623574144486693,4.333333333333333,2.467264562503514,1.8524232996856507,0.752851711026616,0.24714828897338403,0.5019011406844106,0.4600760456273765,0.03802281368821292,-4.333333333333333
Euonymus hederaceus,0,130,80,1.8615384615384616,3.025,2.162950347080487,2.018741304797671,0.6153846153846154,0.3846153846153846,0.7538461538461538,0.22307692307692306,0.023076923076923106,-3.025
Eupatorium altissimum,0,3601,2448,2.4615384615384617,3.6209150326797386,2.774433029013069,2.669218591915809,0.6798111635656762,0.32018883643432383,0.6470424881977228,0.27270202721466263,0.08025548458761456,-3.6209150326797386
Eupatorium perfoliatum,4,6894,5045,2.6974180446765303,3.686025768087215,2.680393265478591,2.484634174660206,0.7317957644328401,0.2682042355671599,0.6013925152306353,0.33362344067304905,0.06498404409631564,0.31397423191278495
Eupatorium serotinum,0,10780,7652,2.5007421150278293,3.523000522739153,2.719993868501705,2.611741479825903,0.7098330241187384,0.2901669758812616,0.6371057513914656,0.28979591836734697,0.07309833024118739,-3.523000522739153
Eupatorium serotinum,1,10780,7652,2.5007421150278293,3.523000522739153,2.719993868501705,2.611741479825903,0.7098330241187384,0.2901669758812616,0.6371057513914656,0.28979591836734697,0.07309833024118739,-2.523000522739153
Eupatorium sessilifolium,5,280,214,3.267857142857143,4.275700934579439,2.3773955768072406,1.753244671252737,0.7642857142857142,0.23571428571428577,0.48928571428571427,0.48928571428571427,0.021428571428571463,0.7242990654205608
Euphorbia commutata,10,33,24,4.181818181818182,5.75,3.5746900692100696,2.8930200858948947,0.7272727272727273,0.2727272727272727,0.42424242424242425,0.3636363636363636,0.21212121212121215,4.25
Euphorbia corollata,4,1052,873,4.548479087452471,5.481099656357388,3.415770160767447,2.9907997580979693,0.8298479087452472,0.17015209125475284,0.37927756653992395,0.34505703422053235,0.2756653992395437,-1.4810996563573884
Euphorbia cyparissias,0,263,198,3.2623574144486693,4.333333333333333,2.467264562503514,1.8524232996856507,0.752851711026616,0.24714828897338403,0.5019011406844106,0.4600760456273765,0.03802281368821292,-4.333333333333333
Euphorbia dentata,0,107,51,1.5794392523364487,3.3137254901960786,2.351384109363137,2.4206626867734493,0.4766355140186916,0.5233644859813085,0.7476635514018691,0.22429906542056077,0.028037383177570097,-3.3137254901960786
Euphorbia esula,0,140,101,2.657142857142857,3.6831683168316833,2.927840632755123,2.845806364000569,0.7214285714285714,0.2785714285714286,0.6428571428571429,0.24285714285714277,0.11428571428571432,-3.6831683168316833
Euphorbia marginata,0,180,113,2.1666666666666665,3.4513274336283186,2.5707855895593537,2.467615789881565,0.6277777777777778,0.37222222222222223,0.6777777777777778,0.2777777777777778,0.0444444444444444,-3.4513274336283186
Eurybia divaricata,0,3060,2296,3.179738562091503,4.237804878048781,2.4238074780599774,1.8288606804484469,0.7503267973856209,0.24967320261437909,0.5032679738562091,0.4725490196078431,0.024183006535947738,-4.237804878048781
Eurybia divaricata,5,3060,2296,3.179738562091503,4.237804878048781,2.4238074780599774,1.8288606804484469,0.7503267973856209,0.24967320261437909,0.5032679738562091,0.4725490196078431,0.024183006535947738,0.7621951219512191
Eurybia furcata,10,672,560,4.418154761904762,5.301785714285714,3.2334638382546803,2.8030133970903215,0.8333333333333334,0.16666666666666663,0.37797619047619047,0.3973214285714286,0.22470238095238093,4.698214285714286
Eurybia macrophylla,9,253,201,2.9367588932806323,3.6965174129353233,2.5378000583342475,2.3005298978594633,0.7944664031620553,0.2055335968379447,0.5454545454545454,0.3873517786561266,0.06719367588932801,5.303482587064677
Euthamia graminifolia,2,17648,13200,2.881459655485041,3.8524242424242425,2.79111687413305,2.5835610439021837,0.7479601087941976,0.2520398912058024,0.5789891205802358,0.3390752493200362,0.08193563009972804,-1.8524242424242425
Euthamia graminifolia,4,17648,13200,2.881459655485041,3.8524242424242425,2.79111687413305,2.5835610439021837,0.7479601087941976,0.2520398912058024,0.5789891205802358,0.3390752493200362,0.08193563009972804,0.14757575757575747
Eutrochium dubium,5,482,346,2.9419087136929463,4.098265895953757,2.3999191964842574,1.8103238236530272,0.7178423236514523,0.2821576763485477,0.5518672199170125,0.4273858921161825,0.020746887966805017,0.901734104046243
Eutrochium fistulosum,9,233,180,2.6137339055793993,3.3833333333333333,2.4435312663393964,2.2628281113360145,0.7725321888412017,0.22746781115879833,0.592274678111588,0.36909871244635195,0.03862660944206009,5.616666666666667
Eutrochium maculatum,5,6274,4636,2.801880777813197,3.791846419327006,2.729027466795824,2.5149448360772144,0.7389225374561683,0.2610774625438317,0.5857507172457762,0.3431622569333759,0.07108702582084792,1.208153580672994
Eutrochium purpureum,6,1987,1553,3.681429290387519,4.7102382485511916,3.2318393944483392,2.9183042151513483,0.7815802717664821,0.21841972823351785,0.48163059889280324,0.34222445898339204,0.17614494212380472,1.2897617514488084
Fagopyrum esculentum,0,142,104,3.683098591549296,5.028846153846154,3.363065383002925,2.941027925344295,0.7323943661971831,0.2676056338028169,0.47183098591549294,0.3028169014084507,0.22535211267605637,-5.028846153846154
Fagus grandifolia,5,2670,2004,3.506367041198502,4.671656686626746,2.6901560527175525,2.048580003284084,0.750561797752809,0.24943820224719104,0.4591760299625468,0.4749063670411985,0.06591760299625471,0.32834331337325384
Fagus grandifolia,6,2670,2004,3.506367041198502,4.671656686626746,2.6901560527175525,2.048580003284084,0.750561797752809,0.24943820224719104,0.4591760299625468,0.4749063670411985,0.06591760299625471,1.3283433133732538
